"fish_group","rcp","sector","year","value","agg"
"Acetes shrimps","RCP 8.5","All sectors",1951,2797.7175408,"By fish group"
"Banana prawn","RCP 2.6","All sectors",1951,0.001598616,"By fish group"
"Banana prawn","RCP 8.5","All sectors",1951,0.001594482,"By fish group"
"Barramundi","RCP 2.6","All sectors",1951,588.5203649,"By fish group"
"Barramundi","RCP 8.5","All sectors",1951,603.3971187,"By fish group"
"Bartail flathead","RCP 2.6","All sectors",1951,536.6222198,"By fish group"
"Bartail flathead","RCP 8.5","All sectors",1951,535.590144,"By fish group"
"Black pomfret","RCP 2.6","All sectors",1951,351.9549609,"By fish group"
"Black pomfret","RCP 8.5","All sectors",1951,353.3027287,"By fish group"
"Bombay duck","RCP 2.6","All sectors",1951,41080.289303,"By fish group"
"Bombay duck","RCP 8.5","All sectors",1951,41139.821707,"By fish group"
"Chinese silver pomfret","RCP 2.6","All sectors",1951,423.3354933,"By fish group"
"Chinese silver pomfret","RCP 8.5","All sectors",1951,422.1182703,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","All sectors",1951,507.0080494,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","All sectors",1951,505.6969967,"By fish group"
"Cutlassfishes","RCP 2.6","All sectors",1951,2569.739371,"By fish group"
"Cutlassfishes","RCP 8.5","All sectors",1951,2584.203548,"By fish group"
"Drums, croakers","RCP 2.6","All sectors",1951,16822.6975963,"By fish group"
"Drums, croakers","RCP 8.5","All sectors",1951,16781.2019023,"By fish group"
"Fourfinger threadfin","RCP 2.6","All sectors",1951,2520.465909,"By fish group"
"Fourfinger threadfin","RCP 8.5","All sectors",1951,2502.261568,"By fish group"
"Garment anchovies","RCP 2.6","All sectors",1951,2537.152304,"By fish group"
"Garment anchovies","RCP 8.5","All sectors",1951,2530.591578,"By fish group"
"Giant tiger prawn","RCP 2.6","All sectors",1951,49.76633293,"By fish group"
"Giant tiger prawn","RCP 8.5","All sectors",1951,50.19991772,"By fish group"
"Green tiger prawn","RCP 2.6","All sectors",1951,213.9681674,"By fish group"
"Green tiger prawn","RCP 8.5","All sectors",1951,213.025972,"By fish group"
"Grunters","RCP 2.6","All sectors",1951,239.1694469,"By fish group"
"Grunters","RCP 8.5","All sectors",1951,238.5509878,"By fish group"
"Herrings, sardines, menhadens","RCP 2.6","All sectors",1951,7448.038583,"By fish group"
"Herrings, sardines, menhadens","RCP 8.5","All sectors",1951,7428.778984,"By fish group"
"Hilsa shad","RCP 2.6","All sectors",1951,3332.9215709,"By fish group"
"Hilsa shad","RCP 8.5","All sectors",1951,3353.2492915,"By fish group"
"Indian mackerel","RCP 2.6","All sectors",1951,75.627592863,"By fish group"
"Indian mackerel","RCP 8.5","All sectors",1951,80.195723594,"By fish group"
"Indian white prawn","RCP 2.6","All sectors",1951,115.3873072,"By fish group"
"Indian white prawn","RCP 8.5","All sectors",1951,115.0160924,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","All sectors",1951,380.030584,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","All sectors",1951,381.8473888,"By fish group"
"Indo-Pacific prawns","RCP 2.6","All sectors",1951,1213.513196,"By fish group"
"Indo-Pacific prawns","RCP 8.5","All sectors",1951,1210.375218,"By fish group"
"Indo-Pacific swamp crab","RCP 2.6","All sectors",1951,892.6727742,"By fish group"
"Indo-Pacific swamp crab","RCP 8.5","All sectors",1951,885.9053432,"By fish group"
"Jacks, pompanos","RCP 2.6","All sectors",1951,268.3183891,"By fish group"
"Jacks, pompanos","RCP 8.5","All sectors",1951,269.8286608,"By fish group"
"Jarbua terapon","RCP 2.6","All sectors",1951,1122.942151,"By fish group"
"Jarbua terapon","RCP 8.5","All sectors",1951,1124.999664,"By fish group"
"Johns snapper","RCP 2.6","All sectors",1951,1456.16686,"By fish group"
"Johns snapper","RCP 8.5","All sectors",1951,1466.693888,"By fish group"
"Kuruma prawn","RCP 2.6","All sectors",1951,8562.911497,"By fish group"
"Kuruma prawn","RCP 8.5","All sectors",1951,8538.978926,"By fish group"
"Mullets, grey mullets","RCP 2.6","All sectors",1951,4324.225699,"By fish group"
"Mullets, grey mullets","RCP 8.5","All sectors",1951,4313.043849,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","All sectors",1951,0,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","All sectors",1951,0,"By fish group"
"Others","RCP 2.6","All sectors",1951,44712.764315,"By fish group"
"Others","RCP 8.5","All sectors",1951,45019.405539,"By fish group"
"Scats","RCP 2.6","All sectors",1951,35.95945683,"By fish group"
"Scats","RCP 8.5","All sectors",1951,35.86647065,"By fish group"
"Sea catfishes, coblers","RCP 2.6","All sectors",1951,23187.444193,"By fish group"
"Sea catfishes, coblers","RCP 8.5","All sectors",1951,23152.980266,"By fish group"
"Sepia cuttlefishes","RCP 2.6","All sectors",1951,562.7510213,"By fish group"
"Sepia cuttlefishes","RCP 8.5","All sectors",1951,565.9185529,"By fish group"
"Silver biddies","RCP 2.6","All sectors",1951,368.3472258,"By fish group"
"Silver biddies","RCP 8.5","All sectors",1951,367.3947308,"By fish group"
"Silver pomfret","RCP 2.6","All sectors",1951,13204.914858,"By fish group"
"Silver pomfret","RCP 8.5","All sectors",1951,13260.208931,"By fish group"
"Silver sillago","RCP 2.6","All sectors",1951,45.23732057,"By fish group"
"Silver sillago","RCP 8.5","All sectors",1951,44.80367356,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","All sectors",1951,596.2227744,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","All sectors",1951,594.6810247,"By fish group"
"Smelt-whitings","RCP 2.6","All sectors",1951,84.84357815,"By fish group"
"Smelt-whitings","RCP 8.5","All sectors",1951,84.62418438,"By fish group"
"Speckled shrimp","RCP 2.6","All sectors",1951,143.5941658,"By fish group"
"Speckled shrimp","RCP 8.5","All sectors",1951,145.9103711,"By fish group"
"Stargazers","RCP 2.6","All sectors",1951,10.98345314,"By fish group"
"Stargazers","RCP 8.5","All sectors",1951,10.95505145,"By fish group"
"Threadfins","RCP 2.6","All sectors",1951,2021.4742991,"By fish group"
"Threadfins","RCP 8.5","All sectors",1951,2019.3812958,"By fish group"
"Thryssas","RCP 2.6","All sectors",1951,668.36970264,"By fish group"
"Thryssas","RCP 8.5","All sectors",1951,672.50185405,"By fish group"
"Toli shad","RCP 2.6","All sectors",1951,9.298579399,"By fish group"
"Toli shad","RCP 8.5","All sectors",1951,9.253534319,"By fish group"
"Torpedo scad","RCP 2.6","All sectors",1951,505.668558,"By fish group"
"Torpedo scad","RCP 8.5","All sectors",1951,507.0459136,"By fish group"
"Upeneid goatfishes","RCP 2.6","All sectors",1951,10.11412549,"By fish group"
"Upeneid goatfishes","RCP 8.5","All sectors",1951,10.08797176,"By fish group"
"Whitefin wolf-herring","RCP 2.6","All sectors",1951,1761.773086,"By fish group"
"Whitefin wolf-herring","RCP 8.5","All sectors",1951,1752.730649,"By fish group"
"Yellowfin seabream","RCP 2.6","All sectors",1951,471.1788839,"By fish group"
"Yellowfin seabream","RCP 8.5","All sectors",1951,470.8270686,"By fish group"
"Acetes shrimps","RCP 2.6","Artisanal",1952,669.7679353,"By fish group"
"Acetes shrimps","RCP 8.5","Artisanal",1952,672.7469708,"By fish group"
"Bombay duck","RCP 2.6","Artisanal",1952,6871.730242,"By fish group"
"Bombay duck","RCP 8.5","Artisanal",1952,6920.093617,"By fish group"
"Drums, croakers","RCP 2.6","Artisanal",1952,273.3504294,"By fish group"
"Drums, croakers","RCP 8.5","Artisanal",1952,274.5662705,"By fish group"
"Fourfinger threadfin","RCP 2.6","Artisanal",1952,0,"By fish group"
"Fourfinger threadfin","RCP 8.5","Artisanal",1952,0,"By fish group"
"Hilsa shad","RCP 2.6","Artisanal",1952,3095.955365,"By fish group"
"Hilsa shad","RCP 8.5","Artisanal",1952,3115.586277,"By fish group"
"Indian mackerel","RCP 2.6","Artisanal",1952,82.00937981,"By fish group"
"Indian mackerel","RCP 8.5","Artisanal",1952,86.42683647,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Artisanal",1952,389.9757745,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Artisanal",1952,391.6472911,"By fish group"
"Others","RCP 2.6","Artisanal",1952,4515.817706,"By fish group"
"Others","RCP 8.5","Artisanal",1952,4595.110038,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Artisanal",1952,6439.901692,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Artisanal",1952,6462.539814,"By fish group"
"Silver pomfret","RCP 2.6","Artisanal",1952,7024.087832,"By fish group"
"Silver pomfret","RCP 8.5","Artisanal",1952,7074.769706,"By fish group"
"Threadfins","RCP 2.6","Artisanal",1952,459.1333322,"By fish group"
"Threadfins","RCP 8.5","Artisanal",1952,461.1772624,"By fish group"
"Thryssas","RCP 2.6","Artisanal",1952,32.18334538,"By fish group"
"Thryssas","RCP 8.5","Artisanal",1952,32.72564149,"By fish group"
"Bombay duck","RCP 2.6","Industrial",1952,NA,"By fish group"
"Bombay duck","RCP 8.5","Industrial",1952,NA,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Industrial",1952,NA,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Industrial",1952,NA,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","Industrial",1952,NA,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","Industrial",1952,NA,"By fish group"
"Others","RCP 2.6","Industrial",1952,NA,"By fish group"
"Others","RCP 8.5","Industrial",1952,NA,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Industrial",1952,NA,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Industrial",1952,NA,"By fish group"
"Silver pomfret","RCP 2.6","Industrial",1952,NA,"By fish group"
"Silver pomfret","RCP 8.5","Industrial",1952,NA,"By fish group"
"Acetes shrimps","RCP 2.6","Subsistence",1952,5029.93399,"By fish group"
"Acetes shrimps","RCP 8.5","Subsistence",1952,5017.840495,"By fish group"
"Banana prawn","RCP 2.6","Subsistence",1952,0.015240222,"By fish group"
"Banana prawn","RCP 8.5","Subsistence",1952,0.01520149,"By fish group"
"Barramundi","RCP 2.6","Subsistence",1952,511.68874,"By fish group"
"Barramundi","RCP 8.5","Subsistence",1952,524.8386352,"By fish group"
"Bartail flathead","RCP 2.6","Subsistence",1952,498.1490085,"By fish group"
"Bartail flathead","RCP 8.5","Subsistence",1952,497.3997381,"By fish group"
"Black pomfret","RCP 2.6","Subsistence",1952,356.3595074,"By fish group"
"Black pomfret","RCP 8.5","Subsistence",1952,357.5980899,"By fish group"
"Bombay duck","RCP 2.6","Subsistence",1952,32667.17593,"By fish group"
"Bombay duck","RCP 8.5","Subsistence",1952,32682.92771,"By fish group"
"Chinese silver pomfret","RCP 2.6","Subsistence",1952,533.9443956,"By fish group"
"Chinese silver pomfret","RCP 8.5","Subsistence",1952,532.6245272,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","Subsistence",1952,623.0873639,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","Subsistence",1952,621.6918323,"By fish group"
"Cutlassfishes","RCP 2.6","Subsistence",1952,3142.133237,"By fish group"
"Cutlassfishes","RCP 8.5","Subsistence",1952,3155.217606,"By fish group"
"Drums, croakers","RCP 2.6","Subsistence",1952,15794.253,"By fish group"
"Drums, croakers","RCP 8.5","Subsistence",1952,15760.45447,"By fish group"
"Fourfinger threadfin","RCP 2.6","Subsistence",1952,2189.246125,"By fish group"
"Fourfinger threadfin","RCP 8.5","Subsistence",1952,2174.521505,"By fish group"
"Garment anchovies","RCP 2.6","Subsistence",1952,2633.665224,"By fish group"
"Garment anchovies","RCP 8.5","Subsistence",1952,2627.93426,"By fish group"
"Giant tiger prawn","RCP 2.6","Subsistence",1952,155.0249807,"By fish group"
"Giant tiger prawn","RCP 8.5","Subsistence",1952,155.9397842,"By fish group"
"Green tiger prawn","RCP 2.6","Subsistence",1952,289.0836676,"By fish group"
"Green tiger prawn","RCP 8.5","Subsistence",1952,288.034573,"By fish group"
"Grunters","RCP 2.6","Subsistence",1952,226.4992672,"By fish group"
"Grunters","RCP 8.5","Subsistence",1952,226.0153165,"By fish group"
"Herrings, sardines, menhadens","RCP 2.6","Subsistence",1952,7881.319898,"By fish group"
"Herrings, sardines, menhadens","RCP 8.5","Subsistence",1952,7864.108363,"By fish group"
"Hilsa shad","RCP 2.6","Subsistence",1952,346.3129016,"By fish group"
"Hilsa shad","RCP 8.5","Subsistence",1952,346.2489164,"By fish group"
"Indian mackerel","RCP 2.6","Subsistence",1952,5.980043283,"By fish group"
"Indian mackerel","RCP 8.5","Subsistence",1952,6.242250481,"By fish group"
"Indian white prawn","RCP 2.6","Subsistence",1952,190.0940082,"By fish group"
"Indian white prawn","RCP 8.5","Subsistence",1952,189.5668719,"By fish group"
"Indo-Pacific prawns","RCP 2.6","Subsistence",1952,2098.229058,"By fish group"
"Indo-Pacific prawns","RCP 8.5","Subsistence",1952,2093.319568,"By fish group"
"Indo-Pacific swamp crab","RCP 2.6","Subsistence",1952,1121.776782,"By fish group"
"Indo-Pacific swamp crab","RCP 8.5","Subsistence",1952,1114.916423,"By fish group"
"Jacks, pompanos","RCP 2.6","Subsistence",1952,328.0846835,"By fish group"
"Jacks, pompanos","RCP 8.5","Subsistence",1952,329.4508832,"By fish group"
"Jarbua terapon","RCP 2.6","Subsistence",1952,1415.389419,"By fish group"
"Jarbua terapon","RCP 8.5","Subsistence",1952,1417.031432,"By fish group"
"Johns snapper","RCP 2.6","Subsistence",1952,1266.683202,"By fish group"
"Johns snapper","RCP 8.5","Subsistence",1952,1276.423448,"By fish group"
"Kuruma prawn","RCP 2.6","Subsistence",1952,7427.478113,"By fish group"
"Kuruma prawn","RCP 8.5","Subsistence",1952,7410.361974,"By fish group"
"Mullets, grey mullets","RCP 2.6","Subsistence",1952,3868.793909,"By fish group"
"Mullets, grey mullets","RCP 8.5","Subsistence",1952,3860.629311,"By fish group"
"Others","RCP 2.6","Subsistence",1952,49492.8402,"By fish group"
"Others","RCP 8.5","Subsistence",1952,49698.93668,"By fish group"
"Scats","RCP 2.6","Subsistence",1952,45.9633841,"By fish group"
"Scats","RCP 8.5","Subsistence",1952,45.85982665,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Subsistence",1952,14715.78722,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Subsistence",1952,14670.98466,"By fish group"
"Sepia cuttlefishes","RCP 2.6","Subsistence",1952,688.1003996,"By fish group"
"Sepia cuttlefishes","RCP 8.5","Subsistence",1952,690.9657651,"By fish group"
"Silver biddies","RCP 2.6","Subsistence",1952,357.6414802,"By fish group"
"Silver biddies","RCP 8.5","Subsistence",1952,356.8733674,"By fish group"
"Silver pomfret","RCP 2.6","Subsistence",1952,5656.692881,"By fish group"
"Silver pomfret","RCP 8.5","Subsistence",1952,5660.991802,"By fish group"
"Silver sillago","RCP 2.6","Subsistence",1952,60.61288389,"By fish group"
"Silver sillago","RCP 8.5","Subsistence",1952,60.15602476,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","Subsistence",1952,769.0205595,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","Subsistence",1952,767.2856176,"By fish group"
"Smelt-whitings","RCP 2.6","Subsistence",1952,113.6807814,"By fish group"
"Smelt-whitings","RCP 8.5","Subsistence",1952,113.4229119,"By fish group"
"Speckled shrimp","RCP 2.6","Subsistence",1952,331.7954628,"By fish group"
"Speckled shrimp","RCP 8.5","Subsistence",1952,335.2505649,"By fish group"
"Stargazers","RCP 2.6","Subsistence",1952,12.54542003,"By fish group"
"Stargazers","RCP 8.5","Subsistence",1952,12.51765178,"By fish group"
"Threadfins","RCP 2.6","Subsistence",1952,1582.014038,"By fish group"
"Threadfins","RCP 8.5","Subsistence",1952,1578.60603,"By fish group"
"Thryssas","RCP 2.6","Subsistence",1952,781.8079978,"By fish group"
"Thryssas","RCP 8.5","Subsistence",1952,785.0635774,"By fish group"
"Toli shad","RCP 2.6","Subsistence",1952,11.07212178,"By fish group"
"Toli shad","RCP 8.5","Subsistence",1952,11.02759982,"By fish group"
"Torpedo scad","RCP 2.6","Subsistence",1952,472.8848542,"By fish group"
"Torpedo scad","RCP 8.5","Subsistence",1952,474.2260179,"By fish group"
"Upeneid goatfishes","RCP 2.6","Subsistence",1952,12.7397913,"By fish group"
"Upeneid goatfishes","RCP 8.5","Subsistence",1952,12.71115061,"By fish group"
"Whitefin wolf-herring","RCP 2.6","Subsistence",1952,1546.598775,"By fish group"
"Whitefin wolf-herring","RCP 8.5","Subsistence",1952,1539.455945,"By fish group"
"Yellowfin seabream","RCP 2.6","Subsistence",1952,417.3972364,"By fish group"
"Yellowfin seabream","RCP 8.5","Subsistence",1952,417.2708913,"By fish group"
"All fish groups","RCP 2.6","All sectors",1952,197523.510215295,"Totals"
"All fish groups","RCP 8.5","All sectors",1952,197850.348993751,"Totals"
"All fish groups","RCP 2.6","Artisanal",1952,29853.91303359,"Totals"
"All fish groups","RCP 8.5","Artisanal",1952,30087.38972476,"Totals"
"All fish groups","RCP 2.6","Industrial",1952,0,"Totals"
"All fish groups","RCP 8.5","Industrial",1952,0,"Totals"
"All fish groups","RCP 2.6","Subsistence",1952,167669.597181705,"Totals"
"All fish groups","RCP 8.5","Subsistence",1952,167762.959268991,"Totals"
"Acetes shrimps","RCP 2.6","All sectors",1952,5699.7019253,"By fish group"
"Acetes shrimps","RCP 8.5","All sectors",1952,5690.5874658,"By fish group"
"Banana prawn","RCP 2.6","All sectors",1952,0.015240222,"By fish group"
"Banana prawn","RCP 8.5","All sectors",1952,0.01520149,"By fish group"
"Barramundi","RCP 2.6","All sectors",1952,511.68874,"By fish group"
"Barramundi","RCP 8.5","All sectors",1952,524.8386352,"By fish group"
"Bartail flathead","RCP 2.6","All sectors",1952,498.1490085,"By fish group"
"Bartail flathead","RCP 8.5","All sectors",1952,497.3997381,"By fish group"
"Black pomfret","RCP 2.6","All sectors",1952,356.3595074,"By fish group"
"Black pomfret","RCP 8.5","All sectors",1952,357.5980899,"By fish group"
"Bombay duck","RCP 2.6","All sectors",1952,39538.906172,"By fish group"
"Bombay duck","RCP 8.5","All sectors",1952,39603.021327,"By fish group"
"Chinese silver pomfret","RCP 2.6","All sectors",1952,533.9443956,"By fish group"
"Chinese silver pomfret","RCP 8.5","All sectors",1952,532.6245272,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","All sectors",1952,623.0873639,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","All sectors",1952,621.6918323,"By fish group"
"Cutlassfishes","RCP 2.6","All sectors",1952,3142.133237,"By fish group"
"Cutlassfishes","RCP 8.5","All sectors",1952,3155.217606,"By fish group"
"Drums, croakers","RCP 2.6","All sectors",1952,16067.6034294,"By fish group"
"Drums, croakers","RCP 8.5","All sectors",1952,16035.0207405,"By fish group"
"Fourfinger threadfin","RCP 2.6","All sectors",1952,2189.246125,"By fish group"
"Fourfinger threadfin","RCP 8.5","All sectors",1952,2174.521505,"By fish group"
"Garment anchovies","RCP 2.6","All sectors",1952,2633.665224,"By fish group"
"Garment anchovies","RCP 8.5","All sectors",1952,2627.93426,"By fish group"
"Giant tiger prawn","RCP 2.6","All sectors",1952,155.0249807,"By fish group"
"Giant tiger prawn","RCP 8.5","All sectors",1952,155.9397842,"By fish group"
"Green tiger prawn","RCP 2.6","All sectors",1952,289.0836676,"By fish group"
"Green tiger prawn","RCP 8.5","All sectors",1952,288.034573,"By fish group"
